epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.3342,1.52114,1.83583,1.48194,0.51553,0.45864,0.44244,0.23816,1.95717,1.6516,1.27158,0.000663793,0.000663793,0.000663793
2,91.3769,1.37706,1.31966,1.38012,0.528,0.38808,0.40797,0.21379,1.91861,1.74207,1.30754,0.00128655,0.00128655,0.00128655
3,134.39,1.31582,1.19445,1.34981,0.50388,0.43059,0.43028,0.19469,2.10037,1.75815,1.32308,0.00186532,0.00186532,0.00186532
4,178.16,1.28108,1.13327,1.32781,0.56621,0.49705,0.51929,0.28844,1.89833,1.39285,1.21812,0.001802,0.001802,0.001802
5,222.077,1.24843,1.08388,1.309,0.62332,0.49682,0.54675,0.29408,1.75007,1.4675,1.13511,0.001736,0.001736,0.001736
6,265.853,1.21612,1.0413,1.29063,0.59557,0.4987,0.53998,0.30645,1.82299,1.37981,1.16065,0.00167,0.00167,0.00167
7,309.458,1.18731,0.99477,1.27331,0.68549,0.54193,0.60944,0.35905,1.69359,1.25376,1.11684,0.001604,0.001604,0.001604
8,352.289,1.16886,0.97693,1.26433,0.66868,0.55008,0.61877,0.36407,1.63875,1.33997,1.0976,0.001538,0.001538,0.001538
9,394.554,1.15172,0.94783,1.24907,0.67162,0.56281,0.62202,0.36205,1.65562,1.26613,1.10368,0.001472,0.001472,0.001472
10,437.838,1.14136,0.92875,1.2459,0.68848,0.53924,0.61649,0.34041,1.67055,1.33456,1.09739,0.001406,0.001406,0.001406
11,481.068,1.11242,0.8959,1.23017,0.69613,0.52697,0.60344,0.32863,1.62599,1.36421,1.10466,0.00134,0.00134,0.00134
12,524.858,1.11772,0.89748,1.22725,0.66386,0.54042,0.5963,0.35592,1.63544,1.25197,1.09178,0.001274,0.001274,0.001274
13,568.174,1.10114,0.87215,1.22128,0.64999,0.51614,0.57935,0.33305,1.60996,1.32966,1.11588,0.001208,0.001208,0.001208
14,612.007,1.08954,0.8545,1.21059,0.68807,0.5152,0.60216,0.34694,1.61514,1.46597,1.10005,0.001142,0.001142,0.001142
15,656.12,1.07649,0.84429,1.20699,0.72119,0.51567,0.614,0.36427,1.56654,1.39085,1.08271,0.001076,0.001076,0.001076
16,700.326,1.06817,0.83118,1.20292,0.73005,0.58308,0.6595,0.40894,1.55735,1.17178,1.06101,0.00101,0.00101,0.00101
17,744.234,1.05238,0.81719,1.19837,0.70503,0.53571,0.61075,0.3729,1.65724,1.23861,1.09964,0.000944,0.000944,0.000944
18,786.818,1.0443,0.80682,1.1877,0.74528,0.57978,0.67125,0.4042,1.54323,1.15839,1.06345,0.000878,0.000878,0.000878
19,830.548,1.03858,0.80622,1.18554,0.71911,0.58779,0.65788,0.39449,1.54396,1.10919,1.07303,0.000812,0.000812,0.000812
20,874.107,1.03354,0.79167,1.18066,0.76038,0.58025,0.67777,0.41489,1.49268,1.12719,1.05125,0.000746,0.000746,0.000746
21,938.782,0.98446,0.69116,1.15801,0.69313,0.48527,0.56252,0.34435,1.61654,1.43281,1.09586,0.00068,0.00068,0.00068
22,980.025,0.97178,0.67053,1.14892,0.69015,0.4544,0.54903,0.32597,1.64242,1.53738,1.08591,0.000614,0.000614,0.000614
23,1020.94,0.95679,0.65978,1.14224,0.69477,0.30202,0.42962,0.25443,1.6934,2.25326,1.13217,0.000548,0.000548,0.000548
24,1061.99,0.95078,0.64772,1.1395,0.69252,0.48362,0.57359,0.34871,1.62661,1.48109,1.10462,0.000482,0.000482,0.000482
25,1103.07,0.9385,0.6377,1.13054,0.72998,0.4511,0.56524,0.34639,1.62852,1.61111,1.09369,0.000416,0.000416,0.000416
26,1144.45,0.92929,0.62882,1.12587,0.71926,0.4009,0.52039,0.31762,1.68559,1.77587,1.11144,0.00035,0.00035,0.00035
27,1185.38,0.92061,0.61505,1.12243,0.70765,0.41716,0.53174,0.3256,1.62281,1.75086,1.10165,0.000284,0.000284,0.000284
28,1225.94,0.91095,0.60432,1.11399,0.71981,0.4544,0.56714,0.35064,1.55751,1.67962,1.07854,0.000218,0.000218,0.000218
29,1267.1,0.89526,0.59176,1.1054,0.70826,0.43342,0.54458,0.32984,1.61139,1.80594,1.0937,0.000152,0.000152,0.000152
30,1309.17,0.88937,0.58395,1.10241,0.7282,0.41504,0.53601,0.32925,1.59928,1.82041,1.08772,8.6e-05,8.6e-05,8.6e-05
