epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,2458.39,0.93858,0.69753,1.11383,0.93575,0.87037,0.93153,0.68948,0.94285,0.47202,0.89029,6.20004e-05,6.20004e-05,6.20004e-05
40,2519.98,0.93721,0.69697,1.11475,0.93411,0.87132,0.93214,0.68963,0.94249,0.47194,0.89099,6.10004e-05,6.10004e-05,6.10004e-05
41,2586.6,0.94542,0.70347,1.12004,0.93563,0.87012,0.9315,0.68786,0.94508,0.47178,0.89084,6.00004e-05,6.00004e-05,6.00004e-05
42,2648.5,0.93738,0.69427,1.11564,0.93433,0.87189,0.93075,0.6885,0.9448,0.47532,0.89109,5.90004e-05,5.90004e-05,5.90004e-05
43,2708.33,0.94186,0.69997,1.11911,0.93521,0.87425,0.93309,0.68928,0.94853,0.47154,0.89222,5.80004e-05,5.80004e-05,5.80004e-05
44,2769.46,0.93733,0.68928,1.1186,0.93107,0.8754,0.93336,0.68902,0.94755,0.47007,0.89154,5.70004e-05,5.70004e-05,5.70004e-05
45,2831.05,0.93325,0.69101,1.11679,0.93667,0.87487,0.93308,0.69047,0.94624,0.46946,0.89152,5.60004e-05,5.60004e-05,5.60004e-05
46,2892.22,0.93904,0.69932,1.11748,0.93381,0.87114,0.93262,0.68857,0.95098,0.47559,0.89211,5.50005e-05,5.50005e-05,5.50005e-05
47,2953.48,0.9347,0.69329,1.11417,0.9327,0.87485,0.93299,0.68805,0.94943,0.47438,0.89214,5.40005e-05,5.40005e-05,5.40005e-05
48,3014.49,0.93643,0.69169,1.11176,0.93188,0.87462,0.93299,0.68742,0.94988,0.47629,0.89184,5.30005e-05,5.30005e-05,5.30005e-05
49,3074.89,0.93725,0.6936,1.11739,0.92712,0.87627,0.93309,0.69018,0.94562,0.47517,0.89166,5.20005e-05,5.20005e-05,5.20005e-05
50,3138.26,0.93313,0.69445,1.11555,0.93281,0.8725,0.93293,0.68865,0.94918,0.47668,0.89103,5.10005e-05,5.10005e-05,5.10005e-05
51,3201.11,0.93644,0.69153,1.11439,0.93098,0.87391,0.93226,0.68819,0.95031,0.47482,0.89178,5.00005e-05,5.00005e-05,5.00005e-05
52,3263.35,0.93227,0.69086,1.11262,0.92953,0.87556,0.93275,0.68889,0.94831,0.47483,0.89133,4.90005e-05,4.90005e-05,4.90005e-05
53,3326.24,0.92857,0.68714,1.11152,0.9337,0.87631,0.93306,0.6894,0.94494,0.47294,0.89074,4.80005e-05,4.80005e-05,4.80005e-05
54,3388.13,0.93199,0.69052,1.11241,0.93381,0.87674,0.93366,0.68852,0.94696,0.47175,0.89048,4.70005e-05,4.70005e-05,4.70005e-05
55,3449.49,0.92997,0.68964,1.11346,0.93302,0.87556,0.93307,0.68894,0.94557,0.47277,0.89045,4.60005e-05,4.60005e-05,4.60005e-05
56,3508.21,0.93211,0.69422,1.1125,0.9332,0.87297,0.93234,0.68922,0.94327,0.47209,0.88999,4.50006e-05,4.50006e-05,4.50006e-05
57,3568.15,0.9278,0.68675,1.10916,0.92799,0.87467,0.93134,0.689,0.94477,0.47432,0.89094,4.40006e-05,4.40006e-05,4.40006e-05
58,3628.55,0.92945,0.68431,1.10982,0.92808,0.87556,0.93175,0.69057,0.94316,0.47389,0.8908,4.30006e-05,4.30006e-05,4.30006e-05
59,3687.78,0.93054,0.68709,1.11114,0.93088,0.87415,0.93268,0.69002,0.94396,0.47481,0.89099,4.20006e-05,4.20006e-05,4.20006e-05
60,3746.8,0.93355,0.68786,1.11236,0.93284,0.87403,0.9319,0.68887,0.94777,0.47703,0.89123,4.10006e-05,4.10006e-05,4.10006e-05
61,3807.69,0.93162,0.68694,1.10869,0.93371,0.8725,0.9317,0.68855,0.94873,0.47918,0.89145,4.00006e-05,4.00006e-05,4.00006e-05
