epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,2567.26,0.988,0.68709,1.12535,0.93718,0.90007,0.94724,0.70615,0.90178,0.45365,0.88607,0.007195,0.007195,0.007195
19,2711.22,0.98128,0.68077,1.12113,0.94802,0.89064,0.94982,0.70588,0.89709,0.45888,0.88545,0.00703,0.00703,0.00703
20,2853.05,0.98005,0.67598,1.12116,0.94166,0.89784,0.95217,0.70806,0.89305,0.4471,0.88523,0.006865,0.006865,0.006865
21,2996.99,0.96939,0.66925,1.1144,0.95129,0.89654,0.95271,0.71051,0.89356,0.43709,0.8814,0.0067,0.0067,0.0067
22,3143.24,0.96614,0.66273,1.10973,0.953,0.89359,0.95161,0.71287,0.88398,0.43957,0.88031,0.006535,0.006535,0.006535
23,3285.18,0.96366,0.65757,1.11111,0.95434,0.89653,0.95475,0.71438,0.8844,0.4318,0.88152,0.00637,0.00637,0.00637
24,3430.11,0.95633,0.65138,1.1065,0.94236,0.90553,0.95616,0.71825,0.87289,0.42913,0.877,0.006205,0.006205,0.006205
25,3572.49,0.94642,0.64343,1.10216,0.95818,0.90031,0.95902,0.72218,0.87553,0.42547,0.88121,0.00604,0.00604,0.00604
26,3714.92,0.94613,0.6413,1.10139,0.95253,0.90809,0.95665,0.72568,0.86429,0.42156,0.87715,0.005875,0.005875,0.005875
27,3858.76,0.93824,0.63528,1.09708,0.9602,0.90412,0.95799,0.72828,0.8475,0.41622,0.87302,0.00571,0.00571,0.00571
28,4001.81,0.93717,0.62995,1.09697,0.94453,0.91704,0.95787,0.72751,0.85677,0.41575,0.87361,0.005545,0.005545,0.005545
29,4144.1,0.92998,0.62773,1.09251,0.95122,0.91492,0.95865,0.73008,0.85508,0.41144,0.874,0.00538,0.00538,0.00538
30,4286.78,0.93078,0.6265,1.09099,0.95137,0.91327,0.95912,0.73103,0.84725,0.4099,0.87281,0.005215,0.005215,0.005215
31,4429.78,0.92596,0.61882,1.09115,0.95667,0.91065,0.95901,0.73171,0.84653,0.41064,0.87257,0.00505,0.00505,0.00505
32,4572.6,0.91884,0.61458,1.08745,0.9524,0.91091,0.95989,0.73284,0.84164,0.4091,0.86954,0.004885,0.004885,0.004885
33,4716.18,0.91849,0.61073,1.08601,0.96309,0.91138,0.96187,0.73602,0.83779,0.40649,0.86789,0.00472,0.00472,0.00472
34,4861.67,0.91018,0.60243,1.08034,0.95397,0.91345,0.96014,0.73405,0.84038,0.40625,0.86834,0.004555,0.004555,0.004555
35,5006.62,0.90168,0.59909,1.07807,0.94919,0.92152,0.96067,0.73601,0.83757,0.40363,0.86932,0.00439,0.00439,0.00439
36,5148.95,0.90384,0.59987,1.07793,0.95054,0.91942,0.96148,0.73852,0.83458,0.40111,0.86868,0.004225,0.004225,0.004225
37,5292.74,0.89127,0.58786,1.07101,0.95154,0.9163,0.9604,0.74062,0.83462,0.40027,0.86837,0.00406,0.00406,0.00406
38,5435.1,0.89197,0.58966,1.07195,0.94968,0.92058,0.96244,0.74108,0.82959,0.39694,0.86832,0.003895,0.003895,0.003895
39,5577.23,0.88846,0.58284,1.07022,0.94632,0.92529,0.96352,0.74133,0.82758,0.39634,0.86751,0.00373,0.00373,0.00373
40,5719.78,0.88374,0.57868,1.068,0.94811,0.92293,0.9626,0.74279,0.82589,0.3955,0.86625,0.003565,0.003565,0.003565
41,5863.81,0.87937,0.57381,1.06636,0.94715,0.92505,0.96392,0.74424,0.82256,0.39402,0.86551,0.0034,0.0034,0.0034
42,6006.57,0.87828,0.57283,1.06294,0.94648,0.92694,0.96435,0.74562,0.82161,0.39253,0.86526,0.003235,0.003235,0.003235
43,6150.4,0.86827,0.56517,1.05985,0.94783,0.92812,0.96468,0.74557,0.82006,0.39072,0.86522,0.00307,0.00307,0.00307
44,6293.53,0.86549,0.56071,1.05888,0.94751,0.92765,0.96465,0.74572,0.82113,0.38984,0.86578,0.002905,0.002905,0.002905
45,6438.54,0.86106,0.5565,1.05474,0.94814,0.926,0.96462,0.7458,0.81894,0.38867,0.86616,0.00274,0.00274,0.00274
46,6581.92,0.85895,0.55222,1.05293,0.94827,0.92647,0.96405,0.74581,0.81783,0.38788,0.86622,0.002575,0.002575,0.002575
47,6728.37,0.85473,0.54933,1.05174,0.94978,0.92647,0.96436,0.74614,0.81684,0.38809,0.86589,0.00241,0.00241,0.00241
48,6872.47,0.84989,0.54864,1.0506,0.95072,0.92749,0.96459,0.74686,0.81626,0.38731,0.86563,0.002245,0.002245,0.002245
49,7016.56,0.8487,0.5446,1.04911,0.95279,0.926,0.96461,0.7472,0.81628,0.38769,0.86583,0.00208,0.00208,0.00208
50,7161.66,0.84079,0.53682,1.04402,0.95202,0.92741,0.96456,0.74838,0.81599,0.38684,0.86613,0.001915,0.001915,0.001915
51,7327.14,0.79481,0.45778,1.01831,0.95179,0.92599,0.96419,0.74845,0.816,0.38623,0.866,0.00175,0.00175,0.00175
52,7470.78,0.78385,0.45176,1.01298,0.95246,0.92556,0.96428,0.74932,0.8154,0.38539,0.86615,0.001585,0.001585,0.001585
53,7614.23,0.77985,0.44736,1.01038,0.95558,0.92317,0.96509,0.75005,0.81453,0.38509,0.86606,0.00142,0.00142,0.00142
54,7757.96,0.7707,0.43969,1.00811,0.95651,0.92272,0.96519,0.75015,0.81419,0.38436,0.86625,0.001255,0.001255,0.001255
55,7901.42,0.76497,0.4331,1.00287,0.95861,0.92222,0.96495,0.75034,0.81353,0.38352,0.86626,0.00109,0.00109,0.00109
56,8043.78,0.75902,0.43013,0.99998,0.95743,0.92228,0.9646,0.751,0.81319,0.3833,0.86641,0.000925,0.000925,0.000925
57,8188.43,0.75035,0.42427,0.99604,0.95264,0.92623,0.96484,0.75096,0.81322,0.38318,0.86655,0.00076,0.00076,0.00076
58,8330.61,0.74726,0.41989,0.99543,0.9521,0.9267,0.96507,0.75121,0.81296,0.38329,0.86655,0.000595,0.000595,0.000595
59,8479.96,0.73996,0.41532,0.99228,0.95108,0.92741,0.96525,0.75155,0.81277,0.3838,0.8668,0.00043,0.00043,0.00043
60,8631.7,0.73444,0.41181,0.98918,0.95433,0.92586,0.96554,0.75101,0.8126,0.3843,0.86692,0.000265,0.000265,0.000265
